Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Deseret,1996,James Benning,['Fred Gardner'],3.44,nan,['Documentary'],82,['USA'],English,['English'],['The Rockefeller Foundation'],1684,3928,268,4,21,28,25,50,69,179,144,165,72,52,805,https://letterboxd.com/film/deseret/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Safe,1995,Todd Haynes,"['Julianne Moore', 'Xander Berkeley', 'Peter Friedman', 'Susan Norman', 'Martha Velez', 'Chauncey Leopardi', 'April Grace', 'Kate McGregor-Stewart', 'Jessica Harper', 'Mary Carver', 'James Le Gros', 'Lorna Scott', 'Dean Norris', 'Julie Burgess', 'Ronnie Farer', 'Jodie Markell', 'Saachiko', 'Tim Gardner', 'Wendy Haynes', 'Allan Wasserman', 'Jean St. James', 'Steven Gilborn', 'Janel Moloney', 'Brendan Dolan', 'John Apicella', 'Dana Anderson', 'Wendy Gayle', 'Cassy Friel', 'Frank Dent', 'Peter Crombie', 'Sarah Scott Davis', 'Beth Grant', 'Jo Wilkinson', 'Gerrielani Miyazaki', 'Edith Meeks', 'Francesca P. Roberts', 'Elinor O. Caplan', 'Joe Comando', 'Tricia Dong', 'James Lyons', 'Eleanor Graham', 'Mitch Greenhill', 'Rio Hackford', 'Ravi Achar', 'Brandon Cruz']",3.97,4,['Drama'],119,"['UK', 'USA']",English,"['English', 'Spanish']","['American Playhouse', 'Chemical Films', 'Good Machine', 'Kardana Productions', 'Film4 Productions', 'Arnold Semler Productions']",77044,35980,24087,1200,110,288,277,1221,1609,5594,8474,16849,9345,9003,52770,https://letterboxd.com/film/safe/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
The Usual Suspects,1995,Bryan Singer,"['Kevin Spacey', 'Gabriel Byrne', 'Stephen Baldwin', 'Kevin Pollak', 'Benicio del Toro', 'Chazz Palminteri', 'Pete Postlethwaite', 'Giancarlo Esposito', 'Suzy Amis', 'Peter Greene', 'Dan Hedaya', 'Paul Bartel', 'Morgan Hunter', 'Castulo Guerra', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert', ""Vito D'Ambrosio"", 'Smadar Hanson', 'Gene Lythgow', 'Bert Williams', 'Jack Shearer', 'Phillipe Simon', 'Christopher McQuarrie']",4.05,2.5,"['Drama', 'Crime', 'Thriller']",106,['USA'],English,"['English', 'Spanish', 'French', 'Hungarian']","['Bad Hat Harry Productions', 'Blue Parrot Productions']",705254,96012,188618,5600,581,1603,1639,7067,10015,40967,65634,149933,73896,72166,423501,https://letterboxd.com/film/the-usual-suspects/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
The White Balloon,1995,Jafar Panahi,"['Aida Mohammadkhani', 'Mohsen Kafili', 'Fereshteh Sadr Orafaee', 'Anna Borkowska', 'Mohammad Shahani']",3.88,nan,['Drama'],85,['Iran'],Persian (Farsi),['Persian (Farsi)'],"['I.R.I.B. Channel 2', 'Ferdos Films']",10884,8136,3042,49,15,29,28,118,167,728,1327,2537,871,782,6602,https://letterboxd.com/film/the-white-balloon/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Casino,1995,Martin Scorsese,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'Don Rickles', 'Alan King', 'Kevin Pollak', 'L.Q. Jones', 'Dick Smothers', 'Frank Vincent', 'John Bloom', 'Pasquale Cajano', 'Melissa Prophet', 'Bill Allison', 'Vinny Vella', 'Oscar Goodman', 'Catherine Scorsese', 'Philip Suriano', 'Erika von Tagen', 'Frankie Avalon', 'Steve Allen', 'Jayne Meadows', 'Jerry Vale', 'Joseph Rigano', 'Gene Ruffini', 'Dominick Grieco', 'Peter Conti', 'Cathy Scorsese', 'Steve Vignari', 'Paul Herman', 'Joey DePinto', 'Millicent Sheridan', 'Nobu Matsuhisa', 'Frankie J. Allison', 'Anthony Russell', 'John Manca', 'Ronald Maccone', 'Joseph P. Reidy', 'Joe La Due', 'Stuart Nisbet', 'Frank Adonis', 'Joseph Bono', 'Craig Vincent', 'Daniel P. Conte', 'David Rose', 'C.C. Carr', 'Clem Caserta', 'Jed Mills', 'Richard Riehle', 'Alfred Nittoli', 'Carl Ciarfalio', 'Jack Orend', 'Ffolliott Le Coque', 'Claudia Haro', 'Madeline Parquette', 'Nick Mazzola', 'Steve Schirripa']",4.19,3,"['Crime', 'Drama', 'History']",179,"['France', 'USA']",English,['English'],"['Universal Pictures', 'Syalis DA', 'De Fina-Cappa', 'Légende Films']",540463,119146,165753,5800,198,627,564,3421,4745,25768,44357,126102,74447,73211,353440,https://letterboxd.com/film/casino/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Underground,1995,Emir Kusturica,"['Miki Manojlović', 'Lazar Ristovski', 'Mirjana Joković', 'Slavko Štimac', 'Ernst Stötzner', ""Srđan 'Žika' Todorović"", 'Mirjana Karanović', 'Milena Pavlović Čučilović', ""Danilo 'Bata' Stojković"", 'Borivoje Todorović', 'Davor Dujmović', 'Dr. Nele Karajlić', 'Branislav Lečić', ""Dragoslav 'Dragan' Nikolić"", 'Erol Kadić', 'Predrag Zagorac', 'Hark Bohm', 'Petar Kralj', 'Branko Cvejić', 'Josif Tatić', 'Zdena Hurtočakova', 'Albena Stavreva', 'Tatjana Kecman', 'Elizabeta Đorevska', 'Peter Mountain', 'Mirsad Tuka', 'Batica Nikalić', 'Desa Biogradlija', 'Zoran Miljković', 'Rick Dano', 'Radovan Marković', 'Ljiljana Jovanović', 'Anja Popović', 'Emir Kusturica']",4.24,nan,"['Comedy', 'Drama', 'War']",170,"['Bulgaria', 'Czechia', 'France', 'Germany', 'Hungary', 'Yugoslavia']",Serbian,"['Serbian', 'French', 'German']","['Komuna', 'Barrandov Studio']",36248,23096,11234,1000,71,104,102,348,438,1415,2306,6150,4818,6813,22565,https://letterboxd.com/film/underground-1995/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Braveheart,1995,Mel Gibson,"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson', 'Mhairi Calvey', 'Jeanne Marine', 'Sean Lawlor', 'Sandy Nelson', 'Alan Tall', 'Andrew Weir', 'Brian Cox', 'Peter Hanly', 'Stephen Billington', 'Tommy Flanagan', 'Rupert Vansittart', 'Tam White', 'Ian Bannen', ""David O'Hara"", 'Peter Mullan', 'David Gant', 'Malcolm Tierney', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Liam Carney', 'Ralph Riach', 'Barry McGovern', 'John Kavanagh', 'Alun Armstrong', 'Julie Austin', 'Alex Norton', 'Michael Byrne', 'William Scott-Masson', 'Dean Lopata', 'Donal Gibson', 'Jimmy Chisholm', 'John Murtagh', 'David McKay', ""Niall O'Brien"", 'Martin Dempsey', 'Jimmy Keogh', 'Joe Savino', 'Mal Whyte', 'Paul Tucker', 'Greg Jeloudov', ""Jer O'Leary"", 'Joanne Bett', 'Robert Paterson', 'Martin Dunne', 'Fred Chiverton', 'Daniel Coll', 'Bill Murdoch', 'Phil Kelly']",3.86,nan,"['History', 'Action', 'Drama', 'War']",177,['USA'],English,"['English', 'French', 'Latin', 'Scottish Gaelic, Gaelic']","['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",523203,75060,101628,3800,1099,2493,1967,9222,10445,39831,45457,81848,32342,42020,266724,https://letterboxd.com/film/braveheart/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Dead Man,1995,Jim Jarmusch,"['Johnny Depp', 'Gary Farmer', 'Crispin Glover', 'Lance Henriksen', 'Michael Wincott', 'Eugene Byrd', 'John Hurt', 'Robert Mitchum', 'Iggy Pop', 'Gabriel Byrne', 'Jared Harris', 'Mili Avital', 'Jimmie Ray Weeks', 'Mark Bringelson', 'John North', 'Alfred Molina', 'Billy Bob Thornton', 'Michelle Thrush', 'Steve Buscemi', 'Gibby Haynes', 'Richard Boes']",3.89,nan,"['Fantasy', 'Western', 'Drama']",121,"['Germany', 'USA', 'Japan']",English,"['English', 'Cree']","['JVC', 'Newmarket Capital Group', '12 Gauge Productions', 'Pandora Film']",124980,40171,33881,1400,194,537,536,2271,2906,9940,13103,22756,10134,10982,73359,https://letterboxd.com/film/dead-man/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Smoke,1995,Wayne Wang,"['Harvey Keitel', 'William Hurt', 'Stockard Channing', 'Harold Perrineau', 'Forest Whitaker', 'Giancarlo Esposito', 'José Zúñiga', 'Stephen Gevedon', 'Jared Harris', 'Ashley Judd', 'Victor Argo', 'Michelle Hurst', 'Erica Gimpel', ""Deirdre O'Connell"", 'Malik Yoba', 'Murray Moston', 'Mary B. Ward', 'Daniel Auster', 'Vincenzo Amelia', 'Gilson Reglas', 'Howie Rose', 'Mel Gorham', 'Baxter Harris', 'Paul Geier', 'Walter T. Meade', 'Clarice Taylor', 'Marshall Dancing Elk Lucas']",3.72,nan,"['Drama', 'Comedy']",112,"['Germany', 'Japan', 'USA']",English,['English'],"['Miramax', 'NDF International', 'Eurospace']",20553,7475,4204,110,15,64,74,348,522,1976,2896,3852,1165,1032,11944,https://letterboxd.com/film/smoke/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Clueless,1995,Amy Heckerling,"['Alicia Silverstone', 'Stacey Dash', 'Brittany Murphy', 'Paul Rudd', 'Donald Faison', 'Elisa Donovan', 'Breckin Meyer', 'Jeremy Sisto', 'Dan Hedaya', 'Aida Linares', 'Wallace Shawn', 'Twink Caplan', 'Justin Walker', 'Sabastian Rashidi', 'Herb Hall', 'Julie Brown', 'Susan Mohun', 'Nicole Bilderback', 'Ron Orbach', 'Sean Holland', 'Roger Kabler', 'Jace Alexander', 'Josh Lozoff', 'Carl Gottlieb', 'Joseph D. Reitman', 'Anthony Beninati', 'Micki Duran', 'Gregg Russell', 'Jermaine Montell', 'Danielle Eckert', 'Amy Heckerling', 'Michael Klesic', 'Sam Maccarone', 'Monica Eva Foster']",3.72,3.5,"['Drama', 'Comedy', 'Romance']",97,['USA'],English,"['English', 'Spanish']","['Paramount', 'Robert Lawrence Productions', 'Scott Rudin Productions']",1429694,174826,427888,16000,1799,5372,4505,24471,28271,133631,122808,223006,56444,169419,769726,https://letterboxd.com/film/clueless/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Babe,1995,Chris Noonan,"['Christine Cavanaugh', 'Miriam Margolyes', 'Danny Mann', 'Hugo Weaving', 'Miriam Flynn', 'James Cromwell', 'Magda Szubanski', 'Russi Taylor', 'Roscoe Lee Browne', 'Evelyn Krape', 'Michael Edward-Stevens', 'Charles Bartlett', 'Paul Livingston', 'Zoe Burton', 'Paul Goddard', 'Wade Hayward', 'Brittany Byrnes', 'Mary Acres', 'Janet Foye', 'Pamela Hawken', 'Karen Gough', 'David Webb', 'Marshall Napier', 'Hec McMillan', 'Ken Gregory', 'Nicholas Lidstone', 'Trevor Read', 'Nicholas Blake', 'Matthew Long', 'John Doyle', 'Mike Harris', 'Ross Bagley', 'Gemini Barnett', 'Rachel Davey', 'Debi Derryberry', 'Jazz Raycole', 'Courtland Mead', 'Kevin Jamal Woods', 'Jane Alden', 'Kimberly Bailey', 'Patrika Darbo', 'Michelle Davison', 'Julie Forsyth', 'Maeve Germaine', 'Rosanna Huffman', 'Carlyle King', 'Tina Lifford', 'Gennie Nevinson', 'Mary Linda Phillips', 'Paige Pollack', 'Kerry Walker', 'Barbara Harris', 'Jacqueline Brennan', 'Doug Burch', 'John Erwin', 'Doris Grau', 'Tony Hughes', 'Linda Janssen', 'Daamen J. Krall', 'Charlie MacLean', 'Justin Monjo', 'Antonia Murphy', ""Helen O'Connor"", 'Neil Ross', 'Scott Vernon', 'Kay E. Kuter', 'Karl Lewis Miller']",3.37,nan,"['Drama', 'Family', 'Fantasy', 'Comedy']",91,"['Australia', 'USA']",English,['English'],"['Universal Pictures', 'Kennedy Miller Productions']",334150,28626,36454,529,824,2571,2119,9804,10166,32562,19405,22311,5615,10153,115530,https://letterboxd.com/film/babe/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Se7en,1995,David Fincher,"['Morgan Freeman', 'Brad Pitt', 'Gwyneth Paltrow', 'John Cassini', 'Peter Crombie', 'Reg E. Cathey', 'R. Lee Ermey', 'Kevin Spacey', 'Daniel Zacapa', 'Andrew Kevin Walker', 'George Christy', 'Endre Hules', 'Hawthorne James', 'Bob Mack', 'William Davidson', 'Bob Collins', 'Jimmy Dale Hartsell', 'Richard Roundtree', 'Charline Su', 'Dominique Jennings', 'Allan Kolman', 'Beverly Burke', 'Gene Borkan', 'Julie Araskog', 'Mario Di Donato', 'Alfonso Freeman', 'John C. McGinley', 'Harrison White', 'Bob Stephenson', 'Michael Reid MacKay', 'Richard Portnow', 'Tudor Sherrard', 'Mark Boone Junior', 'Pamala Tyson', 'Lennie Loftin', 'Sarah Reinhardt', 'Emily Wagner', 'Martin Serene', 'Michael Massee', 'David Correia', 'Ron Blair', 'Jennifer Mueller', 'Leland Orser', 'Lexie Bigham', 'Evan Mirand', 'Paul Eckstein', 'Harris Savides', 'Rachel Flanagan', 'Heidi Schanz', 'Brian Evers', 'Shannon Wilcox', 'Richard Schiff', 'James Deeth', 'John Santin', 'Charles A. Tamburro', 'Richmond Arquette', 'Duffy Gaver', 'Charles S. Dutton', 'Arthur Max']",4.32,4,"['Crime', 'Mystery', 'Thriller']",127,['USA'],English,['English'],"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",2228327,302966,865579,40000,927,2460,1680,10587,11767,82272,119802,439889,299785,495143,1464312,https://letterboxd.com/film/se7en/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Zero Kelvin,1995,Hans Petter Moland,"['Stellan Skarsgård', 'Gard B. Eidsvold', 'Bjørn Sundquist', 'Camilla Martens', 'Paul-Ottar Haga', 'Johannes Joner', 'Erik Øksnes', 'Lars Andreas Larssen', 'Frank Iversen', 'Juni Dahr', 'Johan Rabaeus', 'Tinkas Qorfiq']",3.61,nan,"['Drama', 'Thriller']",118,"['Sweden', 'Norway']",Norwegian,['Norwegian'],"['Sandrews', 'Norsk Film']",1373,3289,193,6,3,9,5,29,37,133,205,256,66,42,785,https://letterboxd.com/film/zero-kelvin/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Strange Days,1995,Kathryn Bigelow,"['Ralph Fiennes', 'Angela Bassett', 'Juliette Lewis', 'Tom Sizemore', 'Michael Wincott', ""Vincent D'Onofrio"", 'Glenn Plummer', 'Brigitte Bako', 'Richard Edson', 'William Fichtner', 'Josef Sommer', 'Joe Urla', 'Nicky Katt', 'Michael Jace', 'Louise LeCavalier', 'David Carrera', 'Jim Ishida', 'Todd Graff', 'Malcolm Norrington', 'Anais Munoz', 'Ted Haler', 'Rio Hackford', 'Brook Susan Parker', 'Brandon Hammond', ""Donald 'Donnie' Young"", 'B.J. Crockett', 'Dex Elliott Sanders', 'Ronnie Willis', 'David Packer', 'Paulo Tocha', 'J. Michael Muro', 'Ron Young', 'Art Chudabala', 'Erica Kelly', 'Marlana Young', 'Ray Chang', 'Raul Reformina', 'Chris Douridas', 'Billie Worley', 'Amon Bourne', 'Lisa Picotte', 'Kylie Ireland', 'Dru Berrymore', 'Stefan Arngrim', 'Agustin Rodriguez', 'Kelly Hu', 'Nynno Anderson', 'Liat Goodson', 'Honey Labrador', 'Delane Vaughn', 'Mark Arneson', 'James Acheson', 'John Francis', 'Zoot', 'Royce L. Minor', 'Milan Reynolds', 'Russell W. Smith', 'Sarah Abukutsa Marshall', 'Russell Hines', 'Michael Jaasi', 'Maurice Marshall', 'Carolyn Adunni McPherson', 'Jennifer Reeves', 'Charmain Renata Hubbard', 'Reginald T. Thornton', 'Chester A. Whitmore', 'Lori Simone Wilkerson', 'Justin Armao', 'Ed Arneson', 'Yan Birch', 'Andrew Calder', 'Carlos Campos', 'Jaime H. Campos', 'Louis Campos', ""Robert 'Duckie' Carpenter"", 'Dian Childs', 'John Daniels', 'Gregory Diamond', 'Sebastian Feldman', 'Masaaki Fujimori', 'Kim Giancaterino', 'Annette Goodman', 'T.J Jones', 'Johnny Kim', 'Gianluca Lazzaroni', 'Joe Martinez', 'Me Phi Me', 'Raja Gemini', 'Season to Risk', 'Tom Tom Typhoon', 'Peter Wick']",3.8,4,"['Crime', 'Science Fiction', 'Thriller', 'Drama']",145,['USA'],English,['English'],"['20th Century Fox', 'Lightstorm Entertainment']",81778,30330,23082,607,118,315,335,1658,2482,8080,11329,16849,7086,5250,53502,https://letterboxd.com/film/strange-days/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Dilwale Dulhania Le Jayenge,1995,Aditya Chopra,"['Shah Rukh Khan', 'Kajol', 'Amrish Puri', 'Anupam Kher', 'Satish Shah', 'Farida Jalal', 'Achala Sachdev', 'Himani Shivpuri', 'Pooja Ruparel', 'Mandira Bedi', 'Uday Chopra', 'Parmeet Sethi', 'Karan Johar', 'Arjun Sablok', 'Anaita Shroff Adajania', 'Hemlata Deepak', 'Lalit Tiwari', 'Baby Raashi', 'Baby Nupur', 'Shanker Iyer', 'Rajesh Bhatija', 'Govind Khatri', 'Mansoor Merchant', 'Mohit Kumar', 'Damyanti Puri', 'Surendra Rahi']",3.88,nan,"['Comedy', 'Romance', 'Drama']",190,['India'],Hindi,['Hindi'],['Yash Raj Films'],34304,10567,9330,540,132,182,151,613,748,2654,2986,5338,2040,4533,19377,https://letterboxd.com/film/dilwale-dulhania-le-jayenge/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Toy Story,1995,John Lasseter,"['Tom Hanks', 'Tim Allen', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'John Morris', 'Erik von Detten', 'Laurie Metcalf', 'R. Lee Ermey', 'Sarah Freeman', 'Penn Jillette', 'Jack Angel', 'Spencer Aste', 'Greg Berg', 'Lisa Bradley', 'Kendall Cunningham', 'Debi Derryberry', 'Cody Dorkin', 'Bill Farmer', 'Craig Good', 'Gregory Grudt', 'Danielle Judovits', 'Sam Lasseter', 'Brittany Levenbrown', 'Sherry Lynn', 'Scott McAfee', 'Mickie McGowan', ""Ryan O'Donohue"", 'Jeff Pidgeon', 'Patrick Pinney', 'Phil Proctor', 'Jan Rabson', 'Joe Ranft', 'Andrew Stanton', 'Shane Sweet', 'John Lasseter', 'Jonathan Benair', 'Anthony Burch']",4.13,nan,"['Comedy', 'Animation', 'Family', 'Adventure']",81,['USA'],English,['English'],['Pixar'],2457659,199114,624985,6700,1312,4278,2171,18311,15947,123959,122434,384537,145899,336590,1155438,https://letterboxd.com/film/toy-story/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Heat,1995,Michael Mann,"['Al Pacino', 'Robert De Niro', 'Val Kilmer', 'Jon Voight', 'Tom Sizemore', 'Diane Venora', 'Amy Brenneman', 'Ashley Judd', 'Mykelti Williamson', 'Wes Studi', 'Ted Levine', 'Dennis Haysbert', 'William Fichtner', 'Natalie Portman', 'Tom Noonan', 'Kevin Gage', 'Hank Azaria', 'Susan Traylor', 'Kim Staunton', 'Danny Trejo', 'Henry Rollins', 'Jerry Trimble', 'Martin Ferrero', 'Ricky Harris', 'Tone Loc', 'Begonya Plaza', 'Hazelle Goodman', 'Ray Buktenica', 'Jeremy Piven', 'Xander Berkeley', 'Rick Avery', 'Brad Baldridge', 'Andrew Camuccio', 'Brian Camuccio', 'Max Daniels', 'Vince Deadrick Jr.', 'Charles Duke', 'Thomas Elfmont', 'Kenny Endoso', 'Kimberly Flynn', 'Steven Ford', 'Farrah Forke', 'Hannes Fritsch', 'Amanda Graves', 'Emily Graves', 'Niki Haris', 'Ted Harvey', 'Patricia Healy', 'Paul Herman', 'Cindy Katz', 'Brian Libby', 'Bill McIntosh', 'Dan Martin', 'Rick Marzan', 'Terry Miller', 'Paul Moyer', ""Daniel O'Haco"", 'Mario Roberts', 'Phillip Robinson', 'Thomas Rosales Jr.', 'Rainell Saunders', 'Kai Soremekun', 'Rey Verdugo', 'Wendy L. Walsh', 'Yvonne Zima', 'Monica Lee Bellais', 'Peter Blackwell', 'Trevor Coppola', 'Bud Cort', 'Annette Goodman', 'Mick Gould', 'Mary Kircher', 'David Koseruba', 'Melissa S. Markess', 'Andre McCoy', 'Darren Melton', 'Robert Miranda', 'Kathryn Mullen', 'Manny Perry', 'Jimmy N. Roberts', 'Iva Franks-Singer', 'Gloria Koehn Straube', 'Viviane Vives', 'Tim Werner', 'Jimmy Star']",4.27,3.5,"['Crime', 'Action', 'Drama']",170,['USA'],English,"['English', 'Spanish']","['Warner Bros. Pictures', 'Regency Enterprises', 'Forward Pass', 'Warner Bros.']",700366,155168,239073,16000,444,1101,1078,5651,7482,34079,54153,143819,102963,136320,487090,https://letterboxd.com/film/heat-1995/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Shine,1996,Scott Hicks,"['Armin Mueller-Stahl', 'Noah Taylor', 'Geoffrey Rush', 'Lynn Redgrave', 'Googie Withers', 'Sonia Todd', 'Nicholas Bell', 'John Gielgud', 'Justin Braine', 'Chris Haywood', 'Alex Rafalowicz', 'Gordon Poole', 'Danielle Cox', 'Rebecca Gooden', 'Marta Kaczmarek', 'John Cousins', 'Paul Linkson', 'Randall Berger', 'Ian Welbourne', 'Kelly Bottrill', 'Beverley Vaughan', 'Phyllis Burford', 'Daphne Grey', 'Edwin Hodgeman', 'Maria Dafneros', 'Reis Porter', 'Stephen Sheehan', 'Brenton Whittle', 'Marianna Doherty', 'Camilla James', 'David King', 'Danny Davies', 'Helen Dowell', 'Louise Dorling', 'Seán Carlsen', 'Richard Hansell', 'Robert Hands', 'Marc Warren', 'Neil Thomson', 'Joey Kennedy', 'Ellen Cressey', 'Beverley Dunn', 'Andy Seymour', 'Ella Scott Lynch', 'Jethro Heysen-Hicks', 'John Martin', 'Bill Boyley', 'Teresa La Rocca', 'Lindsey Day', 'Grant Doyle', 'Leah Jennings', 'Kathy Monaghan', 'Mark Lawrence', 'Gordon Coombes', 'Luke Dollman', 'Margaret Stone', 'Tom Carrig', 'Helen Ayres', 'Suzi Jarratt', 'Samantha McDonald', 'Peter Osborn', 'Sandi Gardiner']",3.66,nan,['Drama'],105,"['Australia', 'UK']",English,"['English', 'Yiddish']","['Fine Line Features', 'Film Victoria', 'South Australian Feature Film Company', 'Australian Film Finance Corporation']",29811,12326,4699,89,27,105,104,552,883,3240,3926,4763,1180,1161,15941,https://letterboxd.com/film/shine/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Trainspotting,1996,Danny Boyle,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler', 'Pauline Lynch', 'Shirley Henderson', 'Stuart McQuarrie', 'Irvine Welsh', 'Dale Winton', 'Keith Allen', 'Kevin Allen', 'Annie Louise Ross', 'Billy Riddoch', 'Fiona Bell', 'Hugh Ross', 'Victor Eadie', 'Kate Donnelly', 'Finlay Welsh', 'Eddie Nestor']",4.19,nan,"['Drama', 'Crime']",94,['UK'],English,['English'],"['Figment Films', 'Film4 Productions', 'The Noel Gay Motion Picture Company']",994307,146939,338830,30000,796,1989,1305,7074,7900,44454,68436,202458,110765,162430,607607,https://letterboxd.com/film/trainspotting/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
Fargo,1996,Joel Coen,"['Frances McDormand', 'William H. Macy', 'Steve Buscemi', 'Peter Stormare', 'Harve Presnell', 'John Carroll Lynch', 'Kristin Rudrüd', 'Bruce Bohne', 'Steve Reevis', 'Steve Park', 'Gary Houston', 'Sally Wingert', 'Larissa Kokernot', 'Melissa Peterman', 'Tony Denman', 'Larry Brandenburg', 'Michelle Hutchison', 'Bain Boehlke', 'Warren Keith', 'Michelle LeDoux', 'Steve Edelman', 'Sharon Anderson', 'Kurt Schweickhardt', 'James Gaulke', 'J. Todd Anderson', 'Michelle Suzanne LeDoux', 'Petra Boden', 'Wayne A. Evenson', 'Cliff Rakerd', 'Jessica Shepherd', 'Peter Schmitz', 'Steven I. Schafer', 'David S. Lomax', 'José Feliciano', 'Bix Skahill', 'Rose Stockton', 'Robert Ozasky', 'John Bandemer', 'Don Wescott', 'Bruce Campbell']",4.22,4,"['Crime', 'Drama', 'Thriller', 'Comedy']",98,"['UK', 'USA']",English,['English'],"['PolyGram Filmed Entertainment', 'Working Title Films']",1078954,190311,366422,11000,635,1678,1258,7057,8930,48231,79270,231501,133023,180089,691672,https://letterboxd.com/film/fargo/,https://letterboxd.com//peterstanley/list/1001-movies-you-must-see-before-you-die/page/10/
